record_id,title,exclusion_reason,detail,publication_state,record_type
ARED-GH-00901,"Eastern Region: Digital, diasporic and contemporary design — object or artefact record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00902,"Eastern Region: Digital, diasporic and contemporary design — object or artefact record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00903,"Eastern Region: Digital, diasporic and contemporary design — object or artefact record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00904,"Eastern Region: Digital, diasporic and contemporary design — object or artefact record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00905,"Eastern Region: Digital, diasporic and contemporary design — object or artefact record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00906,"Eastern Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00907,"Eastern Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00908,"Eastern Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00909,"Eastern Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00910,"Eastern Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00911,"Eastern Region: Digital, diasporic and contemporary design — institution or collection record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00912,"Eastern Region: Digital, diasporic and contemporary design — institution or collection record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00913,"Eastern Region: Digital, diasporic and contemporary design — institution or collection record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00914,"Eastern Region: Digital, diasporic and contemporary design — institution or collection record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00915,"Eastern Region: Digital, diasporic and contemporary design — institution or collection record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00916,"Eastern Region: Digital, diasporic and contemporary design — oral-history interview research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00917,"Eastern Region: Digital, diasporic and contemporary design — oral-history interview research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00918,"Eastern Region: Digital, diasporic and contemporary design — oral-history interview research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00919,"Eastern Region: Digital, diasporic and contemporary design — oral-history interview research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00920,"Eastern Region: Digital, diasporic and contemporary design — oral-history interview research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00921,"Eastern Region: Digital, diasporic and contemporary design — publication or archival source research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00922,"Eastern Region: Digital, diasporic and contemporary design — publication or archival source research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00923,"Eastern Region: Digital, diasporic and contemporary design — publication or archival source research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00924,"Eastern Region: Digital, diasporic and contemporary design — publication or archival source research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00925,"Eastern Region: Digital, diasporic and contemporary design — publication or archival source research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00926,"Volta Region: Land, cosmology and authority — object or artefact record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00927,"Volta Region: Land, cosmology and authority — object or artefact record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00928,"Volta Region: Land, cosmology and authority — object or artefact record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00929,"Volta Region: Land, cosmology and authority — object or artefact record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00930,"Volta Region: Land, cosmology and authority — object or artefact record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00931,"Volta Region: Land, cosmology and authority — maker or workshop authority record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00932,"Volta Region: Land, cosmology and authority — maker or workshop authority record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00933,"Volta Region: Land, cosmology and authority — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00934,"Volta Region: Land, cosmology and authority — maker or workshop authority record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00935,"Volta Region: Land, cosmology and authority — maker or workshop authority record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00936,"Volta Region: Land, cosmology and authority — institution or collection record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00937,"Volta Region: Land, cosmology and authority — institution or collection record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00938,"Volta Region: Land, cosmology and authority — institution or collection record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00939,"Volta Region: Land, cosmology and authority — institution or collection record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00940,"Volta Region: Land, cosmology and authority — institution or collection record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00941,"Volta Region: Land, cosmology and authority — oral-history interview research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00942,"Volta Region: Land, cosmology and authority — oral-history interview research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00943,"Volta Region: Land, cosmology and authority — oral-history interview research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00944,"Volta Region: Land, cosmology and authority — oral-history interview research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00945,"Volta Region: Land, cosmology and authority — oral-history interview research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00946,"Volta Region: Land, cosmology and authority — publication or archival source research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00947,"Volta Region: Land, cosmology and authority — publication or archival source research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00948,"Volta Region: Land, cosmology and authority — publication or archival source research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00949,"Volta Region: Land, cosmology and authority — publication or archival source research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00950,"Volta Region: Land, cosmology and authority — publication or archival source research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00951,"Volta Region: Memory, proverb and performance — object or artefact record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00952,"Volta Region: Memory, proverb and performance — object or artefact record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00953,"Volta Region: Memory, proverb and performance — object or artefact record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00954,"Volta Region: Memory, proverb and performance — object or artefact record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00955,"Volta Region: Memory, proverb and performance — object or artefact record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00956,"Volta Region: Memory, proverb and performance — maker or workshop authority record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00957,"Volta Region: Memory, proverb and performance — maker or workshop authority record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00958,"Volta Region: Memory, proverb and performance — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00959,"Volta Region: Memory, proverb and performance — maker or workshop authority record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00960,"Volta Region: Memory, proverb and performance — maker or workshop authority record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00961,"Volta Region: Memory, proverb and performance — institution or collection record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00962,"Volta Region: Memory, proverb and performance — institution or collection record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00963,"Volta Region: Memory, proverb and performance — institution or collection record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00964,"Volta Region: Memory, proverb and performance — institution or collection record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00965,"Volta Region: Memory, proverb and performance — institution or collection record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00966,"Volta Region: Memory, proverb and performance — oral-history interview research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00967,"Volta Region: Memory, proverb and performance — oral-history interview research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00968,"Volta Region: Memory, proverb and performance — oral-history interview research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00969,"Volta Region: Memory, proverb and performance — oral-history interview research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00970,"Volta Region: Memory, proverb and performance — oral-history interview research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00971,"Volta Region: Memory, proverb and performance — publication or archival source research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00972,"Volta Region: Memory, proverb and performance — publication or archival source research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00973,"Volta Region: Memory, proverb and performance — publication or archival source research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00974,"Volta Region: Memory, proverb and performance — publication or archival source research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00975,"Volta Region: Memory, proverb and performance — publication or archival source research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00976,"Volta Region: Cloth, pattern and social identity — object or artefact record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00977,"Volta Region: Cloth, pattern and social identity — object or artefact record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00978,"Volta Region: Cloth, pattern and social identity — object or artefact record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00979,"Volta Region: Cloth, pattern and social identity — object or artefact record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00980,"Volta Region: Cloth, pattern and social identity — object or artefact record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-00981,"Volta Region: Cloth, pattern and social identity — maker or workshop authority record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00982,"Volta Region: Cloth, pattern and social identity — maker or workshop authority record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00983,"Volta Region: Cloth, pattern and social identity — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00984,"Volta Region: Cloth, pattern and social identity — maker or workshop authority record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00985,"Volta Region: Cloth, pattern and social identity — maker or workshop authority record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-00986,"Volta Region: Cloth, pattern and social identity — institution or collection record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00987,"Volta Region: Cloth, pattern and social identity — institution or collection record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00988,"Volta Region: Cloth, pattern and social identity — institution or collection record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00989,"Volta Region: Cloth, pattern and social identity — institution or collection record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00990,"Volta Region: Cloth, pattern and social identity — institution or collection record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-00991,"Volta Region: Cloth, pattern and social identity — oral-history interview research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00992,"Volta Region: Cloth, pattern and social identity — oral-history interview research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00993,"Volta Region: Cloth, pattern and social identity — oral-history interview research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00994,"Volta Region: Cloth, pattern and social identity — oral-history interview research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00995,"Volta Region: Cloth, pattern and social identity — oral-history interview research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-00996,"Volta Region: Cloth, pattern and social identity — publication or archival source research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00997,"Volta Region: Cloth, pattern and social identity — publication or archival source research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00998,"Volta Region: Cloth, pattern and social identity — publication or archival source research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-00999,"Volta Region: Cloth, pattern and social identity — publication or archival source research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01000,"Volta Region: Cloth, pattern and social identity — publication or archival source research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01001,"Volta Region: Print, colonial rule and public culture — object or artefact record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01002,"Volta Region: Print, colonial rule and public culture — object or artefact record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01003,"Volta Region: Print, colonial rule and public culture — object or artefact record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01004,"Volta Region: Print, colonial rule and public culture — object or artefact record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01005,"Volta Region: Print, colonial rule and public culture — object or artefact record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01006,"Volta Region: Print, colonial rule and public culture — maker or workshop authority record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01007,"Volta Region: Print, colonial rule and public culture — maker or workshop authority record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01008,"Volta Region: Print, colonial rule and public culture — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01009,"Volta Region: Print, colonial rule and public culture — maker or workshop authority record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01010,"Volta Region: Print, colonial rule and public culture — maker or workshop authority record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01011,"Volta Region: Print, colonial rule and public culture — institution or collection record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01012,"Volta Region: Print, colonial rule and public culture — institution or collection record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01013,"Volta Region: Print, colonial rule and public culture — institution or collection record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01014,"Volta Region: Print, colonial rule and public culture — institution or collection record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01015,"Volta Region: Print, colonial rule and public culture — institution or collection record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01016,"Volta Region: Print, colonial rule and public culture — oral-history interview research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01017,"Volta Region: Print, colonial rule and public culture — oral-history interview research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01018,"Volta Region: Print, colonial rule and public culture — oral-history interview research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01019,"Volta Region: Print, colonial rule and public culture — oral-history interview research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01020,"Volta Region: Print, colonial rule and public culture — oral-history interview research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01021,"Volta Region: Print, colonial rule and public culture — publication or archival source research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01022,"Volta Region: Print, colonial rule and public culture — publication or archival source research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01023,"Volta Region: Print, colonial rule and public culture — publication or archival source research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01024,"Volta Region: Print, colonial rule and public culture — publication or archival source research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01025,"Volta Region: Print, colonial rule and public culture — publication or archival source research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01026,Volta Region: Independence and state visual identity — object or artefact record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01027,Volta Region: Independence and state visual identity — object or artefact record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01028,Volta Region: Independence and state visual identity — object or artefact record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01029,Volta Region: Independence and state visual identity — object or artefact record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01030,Volta Region: Independence and state visual identity — object or artefact record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01031,Volta Region: Independence and state visual identity — maker or workshop authority record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01032,Volta Region: Independence and state visual identity — maker or workshop authority record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01033,Volta Region: Independence and state visual identity — maker or workshop authority record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01034,Volta Region: Independence and state visual identity — maker or workshop authority record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01035,Volta Region: Independence and state visual identity — maker or workshop authority record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01036,Volta Region: Independence and state visual identity — institution or collection record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01037,Volta Region: Independence and state visual identity — institution or collection record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01038,Volta Region: Independence and state visual identity — institution or collection record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01039,Volta Region: Independence and state visual identity — institution or collection record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01040,Volta Region: Independence and state visual identity — institution or collection record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01041,Volta Region: Independence and state visual identity — oral-history interview research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01042,Volta Region: Independence and state visual identity — oral-history interview research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01043,Volta Region: Independence and state visual identity — oral-history interview research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01044,Volta Region: Independence and state visual identity — oral-history interview research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01045,Volta Region: Independence and state visual identity — oral-history interview research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01046,Volta Region: Independence and state visual identity — publication or archival source research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01047,Volta Region: Independence and state visual identity — publication or archival source research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01048,Volta Region: Independence and state visual identity — publication or archival source research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01049,Volta Region: Independence and state visual identity — publication or archival source research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01050,Volta Region: Independence and state visual identity — publication or archival source research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01051,Volta Region: Popular and everyday graphics — object or artefact record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01052,Volta Region: Popular and everyday graphics — object or artefact record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01053,Volta Region: Popular and everyday graphics — object or artefact record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01054,Volta Region: Popular and everyday graphics — object or artefact record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01055,Volta Region: Popular and everyday graphics — object or artefact record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01056,Volta Region: Popular and everyday graphics — maker or workshop authority record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01057,Volta Region: Popular and everyday graphics — maker or workshop authority record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01058,Volta Region: Popular and everyday graphics — maker or workshop authority record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01059,Volta Region: Popular and everyday graphics — maker or workshop authority record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01060,Volta Region: Popular and everyday graphics — maker or workshop authority record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01061,Volta Region: Popular and everyday graphics — institution or collection record research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01062,Volta Region: Popular and everyday graphics — institution or collection record research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01063,Volta Region: Popular and everyday graphics — institution or collection record research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01064,Volta Region: Popular and everyday graphics — institution or collection record research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01065,Volta Region: Popular and everyday graphics — institution or collection record research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,institution or collection record
ARED-GH-01066,Volta Region: Popular and everyday graphics — oral-history interview research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01067,Volta Region: Popular and everyday graphics — oral-history interview research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01068,Volta Region: Popular and everyday graphics — oral-history interview research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01069,Volta Region: Popular and everyday graphics — oral-history interview research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01070,Volta Region: Popular and everyday graphics — oral-history interview research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,oral-history interview
ARED-GH-01071,Volta Region: Popular and everyday graphics — publication or archival source research target 1,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01072,Volta Region: Popular and everyday graphics — publication or archival source research target 2,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01073,Volta Region: Popular and everyday graphics — publication or archival source research target 3,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01074,Volta Region: Popular and everyday graphics — publication or archival source research target 4,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01075,Volta Region: Popular and everyday graphics — publication or archival source research target 5,publication_state,"publication_state contains ""research target""",research target; no object claim,publication or archival source
ARED-GH-01076,"Volta Region: Digital, diasporic and contemporary design — object or artefact record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01077,"Volta Region: Digital, diasporic and contemporary design — object or artefact record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01078,"Volta Region: Digital, diasporic and contemporary design — object or artefact record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01079,"Volta Region: Digital, diasporic and contemporary design — object or artefact record research target 4",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01080,"Volta Region: Digital, diasporic and contemporary design — object or artefact record research target 5",publication_state,"publication_state contains ""research target""",research target; no object claim,object or artefact record
ARED-GH-01081,"Volta Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 1",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01082,"Volta Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 2",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
ARED-GH-01083,"Volta Region: Digital, diasporic and contemporary design — maker or workshop authority record research target 3",publication_state,"publication_state contains ""research target""",research target; no object claim,maker or workshop authority record
