record_id,title,alternate_title,record_type,period_id,period_label,visual_system_id,visual_system_label,date_display,date_start,date_end,date_certainty,region,locality,community_or_culture,creator_or_authority,creator_role,creator_certainty,commissioner,workshop_or_printer,institution_or_collection,collection_number,object_type,medium,technique,dimensions,language,source_facts,ared_interpretation,historical_significance,cultural_interpretation,provenance,acquisition_history,primary_source_name,primary_source_url,secondary_sources,bibliography,evidence_summary,access_date,rights_status,image_rights_status,community_authority_status,verification_status,uncertainties,related_record_ids,tags,build_id
ARED-GH-HIST-00033,Kwame Nkrumah University of Science and Technology — Faculty of Art,,institution,P4,"Anticolonial and independence visual culture, 1945–1966",V7,"Digital, diasporic and contemporary design",College of Art established 1961,1961,2026,historical dating,Ghana,Kumasi,,,,documented in cited sources,,,KNUST Faculty of Art,,art and design school,,,,,"KNUST's Faculty of Art (formerly College of Art) was established in 1961 within the Kumasi College of Technology, training generations of Ghanaian painters, sculptors, textile artists and designers. University histories credit it as a major institutional hub for modern Ghanaian visual education.","KNUST formalised studio pedagogy that bridged indigenous craft, modernism and later graphic design professions.",,,,,KNUST Faculty of Art,https://art.knust.edu.gh/,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,partially_verified,,,KNUST; art school; Kumasi; education,2026-07-05-taxonomy-v1
ARED-GH-HIST-00034,University of Ghana — Institute of African Studies and Legon art programmes,,institution,P4,"Anticolonial and independence visual culture, 1945–1966",V4,"Print, colonial rule and public culture",1960s–present,1961,2026,historical dating,Ghana,Legon; Accra,,,,documented in cited sources,,,University of Ghana,,research institute; art education,,,,,"The Institute of African Studies at Legon, founded in 1961, supported documentation of Ghanaian cultural production alongside university art and archaeology programmes that shaped scholarly and curatorial approaches to local visual history.",Legon institutionalised research on Ghanaian visual culture — connecting field documentation to national archives and museums.,,,,,University of Ghana — Institute of African Studies,https://ias.ug.edu.gh/,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,source_located,,,Legon; University of Ghana; African Studies; research,2026-07-05-taxonomy-v1
ARED-GH-HIST-00035,Ghana Museums and Monuments Board (GMMB),,institution,P4,"Anticolonial and independence visual culture, 1945–1966",V1,"Land, cosmology and authority",1957–present,1957,2026,historical dating,Ghana,Accra,,,,documented in cited sources,,,Ghana Museums and Monuments Board,,national museum authority,,,,,GMMB oversees public museums and heritage sites including the National Museum of Ghana and coastal forts. It holds collections central to documenting Ghanaian material and visual culture for public interpretation.,GMMB is the primary state custodian of objects that anchor Ghana's designed heritage — from adinkra to independence ephemera.,,,,,Ghana Museums and Monuments Board,https://gmmb.gov.gh/,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,partially_verified,,,GMMB; museum; heritage; Accra,2026-07-05-taxonomy-v1
ARED-GH-HIST-00036,"National Museum of Ghana, Accra",,institution,P4,"Anticolonial and independence visual culture, 1945–1966",V1,"Land, cosmology and authority",opened 1957,1957,2026,historical dating,Ghana,Accra,,,,documented in cited sources,,,National Museum of Ghana,,museum,,,,,"The National Museum of Ghana opened in Accra in 1957, displaying archaeology, ethnography and history collections. It is a key public site for encountering Ghanaian visual and material culture.",Museum display itself is a designed medium — how Ghana narrates its visual past to citizens and visitors.,,,,,Ghana Museums and Monuments Board,https://gmmb.gov.gh/national-museum/,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,partially_verified,,,National Museum; Accra; GMMB,2026-07-05-taxonomy-v1
ARED-GH-HIST-00037,Ablade Glover — artist and educator,,person,P5,"Post-independence public and popular graphics, 1966–1992",V6,Popular and everyday graphics,1934–2024,1934,2024,historical dating,Ghana,,,Ablade Glover,painter; printmaker; educator,documented in cited sources,,,,,person,,,,,"Ablade Glover (1934–2024) was a leading Ghanaian painter and printmaker, professor at KNUST and founder of Artists Alliance Gallery in Accra. Obituaries and gallery records document his influence on modern Ghanaian art markets and pedagogy.","Glover linked academic training, marketplace display and international collecting — shaping how Ghanaian modern art is visually consumed.",,,,,Artists Alliance Gallery,https://www.artistsalliancegallery.com/,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,partially_verified,,,Ablade Glover; painting; KNUST; gallery,2026-07-05-taxonomy-v1
ARED-GH-HIST-00038,"Atta Kwami — painter, printmaker and colour systems",,person,P6,"Democratic, digital and diasporic design, 1992–present",V7,"Digital, diasporic and contemporary design",1956–2021,1956,2021,historical dating,Ghana,Kumasi; UK,,Atta Kwami,artist; author,documented in cited sources,,,,,person,,,,,Atta Kwami (1956–2021) was a Ghanaian artist and author of Kumasi Realism and other texts on West African colour and kiosk painting. Tate and international collections document his abstract paintings drawing on Ghanaian architectural colour.,Kwami theorised Ghanaian popular colour as a designed system — connecting kiosk painting to fine art modernism.,,,,,Tate — Atta Kwami,https://www.tate.org.uk/art/artists/atta-kwami-26779,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,partially_verified,,,Atta Kwami; painting; Kumasi Realism; colour,2026-07-05-taxonomy-v1
ARED-GH-HIST-00039,Ghana Broadcasting Corporation (GBC) television graphics,,institution,P5,"Post-independence public and popular graphics, 1966–1992",V5,Independence and state visual identity,television from 1965,1965,2026,historical dating,Ghana,,,,,documented in cited sources,,,Ghana Broadcasting Corporation,,broadcast ident; title card,television graphics,,,,"GBC launched television broadcasting in 1965, producing title cards, news graphics and ceremonial coverage that visualised the young republic for domestic audiences.",Broadcast graphics extended state visual identity into nightly domestic viewing.,,,,,Ghana Broadcasting Corporation,https://www.gbcghana.com/,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,source_located,,,GBC; television; broadcast; state media,2026-07-05-taxonomy-v1
ARED-GH-HIST-00040,Ghana cedi banknote design series,,documented practice,P5,"Post-independence public and popular graphics, 1966–1992",V5,Independence and state visual identity,1965–present (successive issues),1965,2026,historical dating,Ghana,,,,,documented in cited sources,,,Bank of Ghana,,banknote,intaglio; security print,,,,"Bank of Ghana currency issues from the cedi's introduction in 1965 onward feature portraits of leaders, cocoa industry, castles and cultural motifs. Bank publications document design changes across political eras.",Banknotes are mass-circulated designed surfaces — state narrative in pocket-sized graphic form.,,,,,Bank of Ghana — currency museum / notes,https://www.bog.gov.gh/,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,source_located,,,cedi; currency; Bank of Ghana; banknote,2026-07-05-taxonomy-v1
ARED-GH-HIST-00041,Volta River Authority publicity and development graphics,,documented practice,P4,"Anticolonial and independence visual culture, 1945–1966",V5,Independence and state visual identity,1960s,1961,1980,historical dating,Ghana,,,,,documented in cited sources,,,Volta River Authority,,development publicity,poster; brochure; photography,,,,The Akosombo Dam project was accompanied by publicity presenting electrification and modernisation. VRA and Nkrumah-era materials used photography and bold layout to visualise infrastructural nation-building.,"Development publicity is a designed genre of post-colonial optimism — dams, wires and factories as graphic icons.",,,,,Volta River Authority,https://www.vra.com/,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,source_located,,,VRA; Akosombo; development; poster,2026-07-05-taxonomy-v1
ARED-GH-HIST-00042,Tema industrial port city advertising,,documented practice,P4,"Anticolonial and independence visual culture, 1945–1966",V6,Popular and everyday graphics,1960s–1970s,1960,1980,historical dating,Ghana,Tema,,,,documented in cited sources,,,,,industrial advertising,photography; print advertisement,,,,"Tema, Ghana's planned industrial port city, generated corporate and state advertising around oil, shipping and manufacturing. Museum and library holdings include mid-century industrial publicity linked to Tema.",Tema imagery visualised Ghana's industrial modernity — parallel to Barnor-era commercial photography.,,,,,Cleveland Museum — Tema Ghana industrial photographs (example accession),https://clevelandart.org/art/2022.409,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,source_located,,,Tema; industry; advertising; port,2026-07-05-taxonomy-v1
ARED-GH-HIST-00043,Ghana @ 50 independence anniversary branding,,design programme,P6,"Democratic, digital and diasporic design, 1992–present",V5,Independence and state visual identity,2007,2007,2007,historical dating,Ghana,,,,,documented in cited sources,,,,,anniversary branding,logo; poster; event graphics,,,,"Ghana marked 50 years of independence in 2007 with public ceremonies, merchandise and commemorative graphics documented in press and philatelic issues.",Anniversary campaigns recycle independence colour and star motifs for new generational audiences.,,,,,Ghana 50 commemorative materials — press archive,https://www.ghana.gov.gh/,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,source_located,,,Ghana 50; anniversary; branding; 2007,2026-07-05-taxonomy-v1
ARED-GH-HIST-00044,Electoral Commission ballot and voter education graphics,,documented practice,P6,"Democratic, digital and diasporic design, 1992–present",V5,Independence and state visual identity,1992–present,1992,2026,historical dating,Ghana,,,,,documented in cited sources,,,Electoral Commission of Ghana,,ballot paper; voter poster,print; infographic,,,,"Since the 1992 return to multi-party elections, Ghana's Electoral Commission has produced ballot layouts and voter education posters designed for literacy and accessibility across diverse electorates.","Electoral graphics are critical civic design — clarity, symbol and party colour regulated for democratic process.",,,,,Electoral Commission of Ghana,https://ec.gov.gh/,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,source_located,,,election; ballot; EC; civic design,2026-07-05-taxonomy-v1
ARED-GH-HIST-00045,"Chale Wote Street Art Festival, Jamestown Accra",,event,P6,"Democratic, digital and diasporic design, 1992–present",V7,"Digital, diasporic and contemporary design",from 2011,2011,2026,historical dating,Ghana,Jamestown; Accra,,,,documented in cited sources,,,,,street art festival,mural; performance; zine,,,,"Chale Wote Street Art Festival began in 2011 in Accra's Jamestown, showcasing murals, performance and independent publishing. Festival archives and press document it as a major platform for contemporary Ghanaian urban graphics.",Chale Wote reclaimed colonial-era urban space for experimental public graphics and diasporic art networks.,,,,,Chale Wote Street Art Festival,https://chalewotefest.com/,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,partially_verified,,,Chale Wote; street art; Jamestown; festival,2026-07-05-taxonomy-v1
ARED-GH-HIST-00046,Accra sign-painting and kiosk typography,,documented practice,P6,"Democratic, digital and diasporic design, 1992–present",V6,Popular and everyday graphics,20th–21st century,1960,2026,historical dating,Ghana,Accra; Kumasi,,,,documented in cited sources,,,,,hand-painted sign, enamel paint on board,,,,"Hand-painted shop signs, taxi slogans and kiosk lettering remain visible across Ghanaian cities. Atta Kwami and other scholars document Kumasi and Accra lettering styles as distinctive popular typography.",Street signage is Ghana's most ubiquitous graphic layer — local authorship outside formal design studios.,,,,,"Atta Kwami, Kumasi Realism (2013)",https://www.tate.org.uk/art/artists/atta-kwami-26779,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,source_located,,,sign painting; typography; kiosk; Accra,2026-07-05-taxonomy-v1
ARED-GH-HIST-00047,ATL and Ghana Textile Printing (GTP) local pattern design,,institution,P5,"Post-independence public and popular graphics, 1966–1992",V3,"Cloth, pattern and social identity",mid–late 20th century,1960,2026,historical dating,Ghana,,,,,documented in cited sources,,,Ghana Textile Printing Company,,textile design studio,wax print pattern,,,,"Ghana Textile Printing (GTP) and related firms produced wax cloth patterns named and marketed for Ghanaian consumers, continuing a regional tradition of factory-designed textiles with local semantic naming.",Local textile mills adapted industrial print to Ghanaian taste — a hybrid designed commodity central to dress culture.,,,,,GTP / ATL corporate histories,https://www.gtp-fashion.com/,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,source_located,,,GTP; ATL; wax print; textile industry,2026-07-05-taxonomy-v1
ARED-GH-HIST-00048,Pan-Africanist colour and Black Star symbolism in diaspora design,,documented practice,P6,"Democratic, digital and diasporic design, 1992–present",V7,"Digital, diasporic and contemporary design",20th–21st century,1957,2026,historical dating,Ghana,,,,,documented in cited sources,,,,,documented practice,,,,,"Ghana's red-gold-green tricolour and black star recur in diaspora fashion, music branding and political graphics worldwide, extending independence-era symbolism into global Black visual culture.","Ghanaian state graphics became diasporic design resources — worn, remixed and cited far beyond national borders.",,,,,Government of Ghana — national symbols,https://www.ghana.gov.gh/about-ghana/national-symbols/,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,partially_verified,,,diaspora; Black Star; pan-African; symbolism,2026-07-05-taxonomy-v1
ARED-GH-HIST-00049,Kwame Nkrumah Mausoleum and Park visual environment,,site,P5,"Post-independence public and popular graphics, 1966–1992",V5,Independence and state visual identity,1992 dedication (mausoleum),1992,2026,historical dating,Ghana,Accra,,,,documented in cited sources,,,,,memorial architecture,architecture; relief; landscape,,,,"The Kwame Nkrumah Mausoleum in Accra, designed by Don Arthur and dedicated in 1992, presents Nkrumah's legacy through monumental form, relief and curated exhibition graphics managed under GMMB.",Memorial sites are designed narrative environments — architecture plus didactic graphics.,,,,,Ghana Museums — Kwame Nkrumah Mausoleum,https://gmmb.gov.gh/kwame-nkrumah-mausoleum/,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,source_located,,,Nkrumah Mausoleum; memorial; Accra; architecture,2026-07-05-taxonomy-v1
ARED-GH-HIST-00050,Black Star Square (Independence Square) ceremonial graphics,,site,P4,"Anticolonial and independence visual culture, 1945–1966",V5,Independence and state visual identity,completed 1961,1961,2026,historical dating,Ghana,Accra,,,,documented in cited sources,,,,,ceremonial architecture,,,,,"Independence Square (Black Star Square) in Accra, completed for Queen Elizabeth II's 1961 visit, hosts independence celebrations with banners, tribunes and televised ceremonial layout documented in state media archives.","The square is a designed stage for national spectacle — where flags, uniforms and banners compose live graphics.",,,,,Ghana independence architecture histories,https://www.ghana.gov.gh/about-ghana/national-symbols/,,,Historical entry compiled 2026-07-05 from cited published sources.,2026-07-05,metadata_only,text record; images not bundled,assess where culturally governed,source_located,,,Independence Square; Black Star Square; ceremony; Accra,2026-07-05-taxonomy-v1
